Country,EdLevel,YearsExperience,DevType,AnualSalary
Brazil,Less than a Bachelor’s,3.0,DevOps specialist,21996.0
Brazil,Less than a Bachelor’s,11.0,DevOps specialist,41232.0
Brazil,Less than a Bachelor’s,3.0,DevOps specialist,27708.0
Brazil,Master’s degree,20.0,DevOps specialist,50395.0
Brazil,Less than a Bachelor’s,2.0,DevOps specialist,29779.0
Brazil,Bachelor’s degree,5.0,DevOps specialist,21996.0
Brazil,Bachelor’s degree,5.0,DevOps specialist,58413.0
Italy,Master’s degree,3.0,DevOps specialist,38915.0
Italy,Master’s degree,17.0,DevOps specialist,44100.0
Italy,Less than a Bachelor’s,5.0,DevOps specialist,48644.0
Netherlands,Bachelor’s degree,1.0,DevOps specialist,35672.0
Netherlands,Master’s degree,10.0,DevOps specialist,54480.0
Netherlands,Less than a Bachelor’s,14.0,DevOps specialist,78912.0
Netherlands,Master’s degree,16.0,DevOps specialist,75669.0
Netherlands,Less than a Bachelor’s,5.0,DevOps specialist,48644.0
Poland,Less than a Bachelor’s,6.0,DevOps specialist,60744.0
Poland,Master’s degree,4.0,DevOps specialist,45564.0
Poland,Master’s degree,10.0,DevOps specialist,18228.0
Poland,Less than a Bachelor’s,9.0,DevOps specialist,48600.0
Poland,Master’s degree,8.0,DevOps specialist,48600.0
Poland,Master’s degree,9.0,DevOps specialist,37969.0
Poland,Less than a Bachelor’s,3.0,DevOps specialist,27336.0
Poland,Bachelor’s degree,3.0,DevOps specialist,25824.0
Poland,Master’s degree,7.0,DevOps specialist,30984.0
India,Bachelor’s degree,2.0,DevOps specialist,8376.0
India,Less than a Bachelor’s,6.0,DevOps specialist,35232.0
India,Bachelor’s degree,5.0,DevOps specialist,10896.0
India,Bachelor’s degree,3.0,DevOps specialist,20943.0
India,Bachelor’s degree,6.0,DevOps specialist,19157.0
India,Bachelor’s degree,6.0,DevOps specialist,17394.0
India,Bachelor’s degree,4.0,DevOps specialist,12566.0
India,Bachelor’s degree,0.5,DevOps specialist,23460.0
India,Bachelor’s degree,5.0,DevOps specialist,48866.0
India,Bachelor’s degree,3.0,DevOps specialist,30018.0
India,Master’s degree,4.0,DevOps specialist,25128.0
India,Master’s degree,5.0,DevOps specialist,19546.0
India,Bachelor’s degree,15.0,DevOps specialist,41885.0
India,Bachelor’s degree,2.0,DevOps specialist,20943.0
India,Bachelor’s degree,3.0,DevOps specialist,13962.0
India,Bachelor’s degree,3.0,DevOps specialist,24433.0
India,Less than a Bachelor’s,3.0,DevOps specialist,37697.0
India,Bachelor’s degree,4.0,DevOps specialist,18150.0
India,Master’s degree,8.0,DevOps specialist,25128.0
India,Bachelor’s degree,9.0,DevOps specialist,8028.0
Australia,Less than a Bachelor’s,18.0,DevOps specialist,86853.0
Australia,Bachelor’s degree,5.0,DevOps specialist,72154.0
Australia,Master’s degree,2.0,DevOps specialist,60736.0
Australia,Less than a Bachelor’s,4.0,DevOps specialist,90193.0
Australia,Less than a Bachelor’s,12.0,DevOps specialist,54784.0
Australia,Master’s degree,7.0,DevOps specialist,83512.0
Australia,Less than a Bachelor’s,15.0,DevOps specialist,136960.0
Australia,Bachelor’s degree,20.0,DevOps specialist,133619.0
Australia,Bachelor’s degree,7.0,DevOps specialist,80172.0
Australia,Less than a Bachelor’s,5.0,DevOps specialist,86853.0
Australia,Bachelor’s degree,20.0,DevOps specialist,83512.0
Norway,Master’s degree,2.0,DevOps specialist,59342.0
Norway,Master’s degree,21.0,DevOps specialist,77685.0
Norway,Less than a Bachelor’s,7.0,DevOps specialist,70132.0
Sweden,Master’s degree,16.0,"Developer, QA or test",61368.0
Sweden,Master’s degree,0.5,"Developer, QA or test",41724.0
Spain,Bachelor’s degree,6.0,"Developer, QA or test",41077.0
Spain,Less than a Bachelor’s,4.0,"Developer, QA or test",48644.0
Spain,Bachelor’s degree,3.0,"Developer, QA or test",22701.0
Spain,Master’s degree,9.0,"Developer, QA or test",86478.0
Spain,Bachelor’s degree,10.0,"Developer, QA or test",64859.0
Germany,Bachelor’s degree,5.0,"Developer, QA or test",33732.0
Germany,Master’s degree,15.0,"Developer, QA or test",97288.0
Germany,Master’s degree,5.0,"Developer, QA or test",70264.0
Germany,Less than a Bachelor’s,20.0,"Developer, QA or test",64860.0
Germany,Less than a Bachelor’s,2.0,"Developer, QA or test",44322.0
Germany,Master’s degree,10.0,"Developer, QA or test",58373.0
Germany,Master’s degree,24.0,"Developer, QA or test",70264.0
Germany,Postgraduate,1.0,"Developer, QA or test",73507.0
Germany,Bachelor’s degree,4.0,"Developer, QA or test",48644.0
Germany,Master’s degree,13.0,"Developer, QA or test",86478.0
Germany,Less than a Bachelor’s,30.0,"Developer, QA or test",64859.0
Germany,Master’s degree,22.0,"Developer, QA or test",86478.0
Germany,Master’s degree,2.0,"Developer, QA or test",75669.0
Germany,Postgraduate,22.0,"Developer, QA or test",64859.0
Turkey,Bachelor’s degree,6.0,"Developer, QA or test",45360.0
Turkey,Bachelor’s degree,3.0,"Developer, QA or test",23664.0
Canada,Bachelor’s degree,3.0,"Developer, QA or test",52942.0
Canada,Bachelor’s degree,10.0,"Developer, QA or test",83194.0
Canada,Bachelor’s degree,3.0,"Developer, QA or test",52942.0
Canada,Master’s degree,10.0,"Developer, QA or test",68068.0
Canada,Less than a Bachelor’s,8.0,"Developer, QA or test",71850.0
Canada,Bachelor’s degree,21.0,"Developer, QA or test",90758.0
Canada,Bachelor’s degree,2.0,"Developer, QA or test",52942.0
Canada,Bachelor’s degree,6.0,"Developer, QA or test",64287.0
France,Master’s degree,10.0,"Developer, QA or test",59454.0
France,Master’s degree,16.0,"Developer, QA or test",86478.0
France,Master’s degree,13.0,"Developer, QA or test",62156.0
France,Master’s degree,24.0,"Developer, QA or test",64859.0
France,Master’s degree,3.0,"Developer, QA or test",38916.0
France,Master’s degree,3.0,"Developer, QA or test",55130.0
France,Master’s degree,12.0,"Developer, QA or test",42396.0
France,Bachelor’s degree,2.0,"Developer, QA or test",46482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,"Developer, QA or test",51704.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,"Developer, QA or test",28437.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,"Developer, QA or test",64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,"Developer, QA or test",45241.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,"Developer, QA or test",84019.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,"Developer, QA or test",42656.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,"Developer, QA or test",51704.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,8.0,"Developer, QA or test",51704.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,"Developer, QA or test",32315.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,"Developer, QA or test",32315.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,25.0,"Developer, QA or test",96945.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,"Developer, QA or test",44595.0
Russian Federation,Less than a Bachelor’s,8.0,"Developer, QA or test",24540.0
Russian Federation,Master’s degree,15.0,"Developer, QA or test",64716.0
Russian Federation,Bachelor’s degree,2.0,"Developer, QA or test",19440.0
Russian Federation,Master’s degree,5.0,"Developer, QA or test",28308.0
Russian Federation,Less than a Bachelor’s,0.5,"Developer, QA or test",9624.0
Russian Federation,Master’s degree,4.0,"Developer, QA or test",16608.0
Russian Federation,Less than a Bachelor’s,1.0,"Developer, QA or test",13212.0
Russian Federation,Bachelor’s degree,8.0,"Developer, QA or test",24540.0
Russian Federation,Bachelor’s degree,3.0,"Developer, QA or test",22644.0
Russian Federation,Bachelor’s degree,4.0,"Developer, QA or test",24000.0
Israel,Less than a Bachelor’s,6.0,"Developer, QA or test",92808.0
Israel,Bachelor’s degree,9.0,"Developer, QA or test",112068.0
Israel,Less than a Bachelor’s,6.0,"Developer, QA or test",80556.0
Israel,Less than a Bachelor’s,3.0,"Developer, QA or test",63036.0
United States of America,Bachelor’s degree,6.0,"Developer, QA or test",80000.0
United States of America,Bachelor’s degree,17.0,"Developer, QA or test",120000.0
United States of America,Bachelor’s degree,7.0,"Developer, QA or test",115000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",73000.0
United States of America,Master’s degree,2.0,"Developer, QA or test",60000.0
United States of America,Bachelor’s degree,4.0,"Developer, QA or test",83500.0
United States of America,Bachelor’s degree,24.0,"Developer, QA or test",93000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, QA or test",115500.0
United States of America,Less than a Bachelor’s,5.0,"Developer, QA or test",75000.0
United States of America,Bachelor’s degree,4.0,"Developer, QA or test",108964.0
United States of America,Master’s degree,16.0,"Developer, QA or test",109000.0
United States of America,Bachelor’s degree,1.0,"Developer, QA or test",55000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",80278.0
United States of America,Bachelor’s degree,1.0,"Developer, QA or test",50000.0
United States of America,Master’s degree,3.0,"Developer, QA or test",107000.0
United States of America,Bachelor’s degree,3.0,"Developer, QA or test",105000.0
United States of America,Bachelor’s degree,0.5,"Developer, QA or test",88000.0
United States of America,Master’s degree,20.0,"Developer, QA or test",105000.0
United States of America,Bachelor’s degree,7.0,"Developer, QA or test",93000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",60000.0
United States of America,Bachelor’s degree,6.0,"Developer, QA or test",120000.0
United States of America,Bachelor’s degree,7.0,"Developer, QA or test",100000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, QA or test",80000.0
United States of America,Master’s degree,5.0,"Developer, QA or test",80000.0
United States of America,Master’s degree,22.0,"Developer, QA or test",120000.0
United States of America,Bachelor’s degree,1.0,"Developer, QA or test",80000.0
United States of America,Bachelor’s degree,10.0,"Developer, QA or test",115000.0
United States of America,Master’s degree,4.0,"Developer, QA or test",76000.0
United States of America,Master’s degree,15.0,"Developer, QA or test",111111.0
United States of America,Bachelor’s degree,20.0,"Developer, QA or test",78000.0
United States of America,Bachelor’s degree,5.0,"Developer, QA or test",82000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",66000.0
United States of America,Less than a Bachelor’s,10.0,"Developer, QA or test",64200.0
United States of America,Bachelor’s degree,7.0,"Developer, QA or test",90000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",90000.0
United States of America,Bachelor’s degree,7.0,"Developer, QA or test",70304.0
United States of America,Bachelor’s degree,0.5,"Developer, QA or test",63000.0
United States of America,Bachelor’s degree,1.0,"Developer, QA or test",72000.0
United States of America,Bachelor’s degree,1.0,"Developer, QA or test",55000.0
United States of America,Bachelor’s degree,13.0,"Developer, QA or test",120000.0
United States of America,Bachelor’s degree,5.0,"Developer, QA or test",98000.0
United States of America,Bachelor’s degree,7.0,"Developer, QA or test",85000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",107307.0
United States of America,Less than a Bachelor’s,10.0,"Developer, QA or test",120000.0
United States of America,Less than a Bachelor’s,3.0,"Developer, QA or test",104000.0
United States of America,Less than a Bachelor’s,1.0,"Developer, QA or test",52000.0
United States of America,Bachelor’s degree,4.0,"Developer, QA or test",90000.0
United States of America,Bachelor’s degree,12.0,"Developer, QA or test",77295.0
United States of America,Bachelor’s degree,5.0,"Developer, QA or test",125000.0
United States of America,Bachelor’s degree,1.0,"Developer, QA or test",90000.0
United States of America,Bachelor’s degree,3.0,"Developer, QA or test",85000.0
United States of America,Bachelor’s degree,25.0,"Developer, QA or test",75000.0
United States of America,Bachelor’s degree,2.0,"Developer, QA or test",85000.0
Brazil,Bachelor’s degree,4.0,"Developer, QA or test",17868.0
Brazil,Bachelor’s degree,3.0,"Developer, QA or test",23364.0
Brazil,Bachelor’s degree,3.0,"Developer, QA or test",21996.0
Brazil,Master’s degree,5.0,"Developer, QA or test",13740.0
Brazil,Bachelor’s degree,8.0,"Developer, QA or test",16488.0
Brazil,Bachelor’s degree,6.0,"Developer, QA or test",21996.0
Brazil,Bachelor’s degree,2.0,"Developer, QA or test",30240.0
Brazil,Bachelor’s degree,9.0,"Developer, QA or test",13740.0
Brazil,Bachelor’s degree,4.0,"Developer, QA or test",24052.0
Italy,Master’s degree,3.0,"Developer, QA or test",44320.0
Netherlands,Less than a Bachelor’s,18.0,"Developer, QA or test",66156.0
